EMPRES-i Plus,,,,,,,,,,,,,,,,,
Date downloaded: 28/09/2023 09:11,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Filters,,,,,,,,,,,,,,,,,
Disease: Influenza - Avian,,,,,,,,,,,,,,,,,
Serotype: H5N1 HPAI,,,,,,,,,,,,,,,,,
Region: Global,,,,,,,,,,,,,,,,,
Diagnosis source: All,,,,,,,,,,,,,,,,,
Diagnosis status: Confirmed,,,,,,,,,,,,,,,,,
Animal type: All,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Event.ID,Disease,Serotype,Region,Subregion,Country,Admin.level.1,Locality,Latitude,Longitude,Diagnosis.source,Diagnosis.status,Animal.type,Species,Observation.date..dd.mm.yyyy.,Report.date..dd.mm.yyyy.,Humans.affected,Human.deaths
347860,Influenza - Avian,H5N1 HPAI,Asia,Eastern Asia,Japan,Hukuoka,FUKUOKA-CITY1,33.5902,130.4017,OIE,Confirmed,Wild,Whooper Swan:cygnus Cygnus(Anatidae),06/02/2023,14/03/2023,,
345703,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Belgium,Vlaams Gewest,Maaseik,51.098,5.818,OIE,Confirmed,Wild,Black Headed Gull (Chroicocephalus Ridibundus),05/02/2023,15/02/2023,,
345706,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Belgium,Vlaams Gewest,Baasrode,51.039574,4.148232,OIE,Confirmed,Wild,Black Headed Gull (Chroicocephalus Ridibundus),05/02/2023,15/02/2023,,
345712,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Belgium,Vlaams Gewest,Antwerpen,51.261609,4.36986,OIE,Confirmed,Wild,Black Headed Gull (Chroicocephalus Ridibundus),05/02/2023,15/02/2023,,
345725,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Belgium,Vlaams Gewest,Gent,51.047583,3.720931,OIE,Confirmed,Wild,Black Headed Gull (Chroicocephalus Ridibundus),05/02/2023,17/02/2023,,
346526,Influenza - Avian,H5N1 HPAI,Europe,Northern Europe,Denmark,Fyn,TeglgÃ¥rdshuse,55.2056,10.8101,OIE,Confirmed,Wild,Buzzard,05/02/2023,23/02/2023,,
347138,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Champagne-Ardenne, Bogny-sur-Meuse (08081) ,49.852712,4.765766,OIE,Confirmed,Wild,Black Headed Gull (Chroicocephalus Ridibundus),05/02/2023,24/02/2023,,
347240,Influenza - Avian,H5N1 HPAI,Europe,Northern Europe,U.K. of Great Britain and Northern Ireland,Scotland,Ruaig  Argyll and Bute ,56.49691,-6.93956,OIE,Confirmed,Wild,Barnacle Goose:branta Leucopsis(Anatidae),05/02/2023,17/02/2023,,
343840,Influenza - Avian,H5N1 HPAI,Americas,Caribbean,Cuba,Ciudad De La Habana,Havana Zoological Garden,23.1108,-82.3972,OIE,Confirmed,Wild,Ostrich,04/02/2023,07/02/2023,,
343840,Influenza - Avian,H5N1 HPAI,Americas,Caribbean,Cuba,Ciudad De La Habana,Havana Zoological Garden,23.1108,-82.3972,OIE,Confirmed,Wild,Guinea Fowl,04/02/2023,07/02/2023,,
343840,Influenza - Avian,H5N1 HPAI,Americas,Caribbean,Cuba,Ciudad De La Habana,Havana Zoological Garden,23.1108,-82.3972,OIE,Confirmed,Wild,Indian Peafowl (Pavo Cristatus),04/02/2023,07/02/2023,,
343840,Influenza - Avian,H5N1 HPAI,Americas,Caribbean,Cuba,Ciudad De La Habana,Havana Zoological Garden,23.1108,-82.3972,OIE,Confirmed,Wild,Mallard:anas Platyrhynchos(Anatidae),04/02/2023,07/02/2023,,
343840,Influenza - Avian,H5N1 HPAI,Americas,Caribbean,Cuba,Ciudad De La Habana,Havana Zoological Garden,23.1108,-82.3972,OIE,Confirmed,Wild,Greater Flamingo (Phoenicopterus Roseus),04/02/2023,07/02/2023,,
343840,Influenza - Avian,H5N1 HPAI,Americas,Caribbean,Cuba,Ciudad De La Habana,Havana Zoological Garden,23.1108,-82.3972,OIE,Confirmed,Wild,Condor,04/02/2023,07/02/2023,,
343840,Influenza - Avian,H5N1 HPAI,Americas,Caribbean,Cuba,Ciudad De La Habana,Havana Zoological Garden,23.1108,-82.3972,OIE,Confirmed,Wild,Eurasian Sparrowhawk:accipiter Nisus(Accipitridae),04/02/2023,07/02/2023,,
345707,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Belgium,Vlaams Gewest,Putte,51.064853,4.662754,OIE,Confirmed,Wild,Black Headed Gull (Chroicocephalus Ridibundus),04/02/2023,15/02/2023,,
345711,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Belgium,Vlaams Gewest,Hoegaarden,50.778146,4.897317,OIE,Confirmed,Wild,Black Headed Gull (Chroicocephalus Ridibundus),04/02/2023,15/02/2023,,
345713,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Belgium,Vlaams Gewest,Oelegem,51.217174,4.605206,OIE,Confirmed,Wild,Black Headed Gull (Chroicocephalus Ridibundus),04/02/2023,15/02/2023,,
346525,Influenza - Avian,H5N1 HPAI,Europe,Northern Europe,Denmark,Storstroem,NÃŠstved,55.2002,11.7612,OIE,Confirmed,Wild,Barnacle Goose:branta Leucopsis(Anatidae),04/02/2023,23/02/2023,,
346527,Influenza - Avian,H5N1 HPAI,Europe,Northern Europe,Denmark,Nordjylland,Hou,57.047,10.3666,OIE,Confirmed,Wild,Pink-Footed Goose (Anser Brachyrhynchus),04/02/2023,23/02/2023,,
344235,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Czech Republic,Stredocesky,HovorÄ ovice,50.18058,14.52182,OIE,Confirmed,Wild,Mallard:anas Platyrhynchos(Anatidae),03/02/2023,08/02/2023,,
345541,Influenza - Avian,H5N1 HPAI,Americas,Northern America,United States of America,Colorado,Colorado,38.99724,-105.54936,National authorities,Confirmed,Wild,Unspecified Bird,03/02/2023,21/02/2023,,
345555,Influenza - Avian,H5N1 HPAI,Americas,Northern America,United States of America,Massachusetts,Massachusetts,42.19063,-72.09749,National authorities,Confirmed,Wild,Unspecified Bird,03/02/2023,21/02/2023,,
345556,Influenza - Avian,H5N1 HPAI,Americas,Northern America,United States of America,Michigan,Michigan,43.74267,-85.20737,National authorities,Confirmed,Wild,Unspecified Bird,03/02/2023,21/02/2023,,
345682,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Belgium,Vlaams Gewest,Lier,51.13256,4.571433,OIE,Confirmed,Wild,Black Headed Gull (Chroicocephalus Ridibundus),03/02/2023,11/02/2023,,
345704,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Belgium,Vlaams Gewest,St Pieters Leeuw,50.793246,4.26871,OIE,Confirmed,Wild,Black Headed Gull (Chroicocephalus Ridibundus),03/02/2023,15/02/2023,,
345708,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Belgium,Vlaams Gewest,Zwevegem,50.81993,3.333831,OIE,Confirmed,Wild,Black Headed Gull (Chroicocephalus Ridibundus),03/02/2023,15/02/2023,,
346067,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Switzerland,Zurich,Zurich,47.6369,8.6944,OIE,Confirmed,Wild,Anatidae (Incognita),03/02/2023,10/02/2023,,
346067,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Switzerland,Zurich,Zurich,47.6369,8.6944,OIE,Confirmed,Wild,Black Swan:cygnus Atratus(Anatidae),03/02/2023,10/02/2023,,
346068,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Switzerland,Basel-stadt,Basel-Stadt,47.565,7.603,OIE,Confirmed,Wild,Black Headed Gull (Chroicocephalus Ridibundus),03/02/2023,16/02/2023,,
346680,Influenza - Avian,H5N1 HPAI,Europe,Southern Europe,Italy,Veneto,Verona,45.414634,10.992862,OIE,Confirmed,Wild,Black Headed Gull (Chroicocephalus Ridibundus),03/02/2023,15/02/2023,,
347124,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Ile-de-France, Fontenay-lÃšs-Briis (91243) ,48.622173,2.158502,OIE,Confirmed,Wild,Black Headed Gull (Chroicocephalus Ridibundus),03/02/2023,24/02/2023,,
347145,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Pays-de-la-Loire,La FertÃ©-Bernard (72132),48.169194,0.638256,OIE,Confirmed,Wild,Black Headed Gull (Chroicocephalus Ridibundus),03/02/2023,24/02/2023,,
347147,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Ile-de-France,Lardy (91330),48.530601,2.293387,OIE,Confirmed,Wild,Black Headed Gull (Chroicocephalus Ridibundus),03/02/2023,24/02/2023,,
347148,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Lorraine,Darney (88124),48.078441,6.053952,OIE,Confirmed,Wild,Black Headed Gull (Chroicocephalus Ridibundus),03/02/2023,24/02/2023,,
347149,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Picardie,Saint-Quentin (02691),49.844451,3.304641,OIE,Confirmed,Wild,Black Headed Gull (Chroicocephalus Ridibundus),03/02/2023,24/02/2023,,
347245,Influenza - Avian,H5N1 HPAI,Americas,Central America,Panama,Colón,El Platanal,9.11398,-80.471964,OIE,Confirmed,Wild,Brown Pelican (Pelecanus Occidentalis),03/02/2023,14/02/2023,,
347356,Influenza - Avian,H5N1 HPAI,Americas,South America,Chile,Biobio,SPU Puente Industrial Hualpen,-36.807,-73.1288,OIE,Confirmed,Wild,Unspecified Bird,03/02/2023,03/03/2023,,
344238,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Hungary,Budapest,Budapest,47.48167,19.317178,OIE,Confirmed,Wild,Buzzard,02/02/2023,08/02/2023,,
344529,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Romania,Brasov,CODLEA,45.735558,25.45778,OIE,Confirmed,Wild,Mallard:anas Platyrhynchos(Anatidae),02/02/2023,10/02/2023,,
344530,Influenza - Avian,H5N1 HPAI,Europe,Southern Europe,Slovenia,Osrednjeslovenska,Ig,45.976,14.455,OIE,Confirmed,Wild,Eurasian Eagle-Owl:bubo Bubo(Strigidae),02/02/2023,09/02/2023,,
344531,Influenza - Avian,H5N1 HPAI,Europe,Southern Europe,Slovenia,Osrednjeslovenska,Ljubljana,46.0571,14.4673,OIE,Confirmed,Wild,Grey Heron:ardea Cinerea(Ardeidae),02/02/2023,09/02/2023,,
344531,Influenza - Avian,H5N1 HPAI,Europe,Southern Europe,Slovenia,Osrednjeslovenska,Ljubljana,46.0571,14.4673,OIE,Confirmed,Wild,Black Swan:cygnus Atratus(Anatidae),02/02/2023,09/02/2023,,
344753,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Russian Federation,Dagestan Rep.,Solnechnoe,43.278075,46.518353,OIE,Confirmed,Wild,Mute Swan:cygnus Olor(Anatidae),02/02/2023,14/02/2023,,
345697,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Belgium,Vlaams Gewest,Mechelen,51.024,4.451238,OIE,Confirmed,Wild,Black Headed Gull (Chroicocephalus Ridibundus),02/02/2023,11/02/2023,,
345709,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Belgium,Vlaams Gewest,Waregem,50.882694,3.429118,OIE,Confirmed,Wild,Black Headed Gull (Chroicocephalus Ridibundus),02/02/2023,15/02/2023,,
345821,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Poland,Pomorskie,Jastarnia     ,54.7053,18.6479,OIE,Confirmed,Wild,Mute Swan:cygnus Olor(Anatidae),02/02/2023,20/02/2023,,
345822,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Poland,Pomorskie,Rewa,54.635309,18.513937,OIE,Confirmed,Wild,Mute Swan:cygnus Olor(Anatidae),02/02/2023,20/02/2023,,
346528,Influenza - Avian,H5N1 HPAI,Europe,Northern Europe,Denmark,Soenderjylland,Mjolden,55.1209,8.7557,OIE,Confirmed,Wild,Barnacle Goose:branta Leucopsis(Anatidae),02/02/2023,23/02/2023,,
346529,Influenza - Avian,H5N1 HPAI,Europe,Northern Europe,Denmark,Frederiksborg,GrÃžnholt,55.953,12.3822,OIE,Confirmed,Wild,Buzzard,02/02/2023,23/02/2023,,
346693,Influenza - Avian,H5N1 HPAI,Europe,Southern Europe,Italy,Friuli-venezia Giulia,Lignano Sabbiadoro,45.65998,13.101565,OIE,Confirmed,Wild,Mute Swan:cygnus Olor(Anatidae),02/02/2023,15/02/2023,,
346721,Influenza - Avian,H5N1 HPAI,Americas,Northern America,United States of America,Colorado,Gunnison County,38.552,-106.919,OIE,Confirmed,Wild,Cougar (Puma Concolor),02/02/2023,17/02/2023,,
347114,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Auvergne, Vichy (03310) ,46.124566,3.415052,OIE,Confirmed,Wild,Black Headed Gull (Chroicocephalus Ridibundus),02/02/2023,24/02/2023,,
347133,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Centre, Cepoy (45061) ,48.04476,2.747087,OIE,Confirmed,Wild,Black Headed Gull (Chroicocephalus Ridibundus),02/02/2023,24/02/2023,,
347136,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Basse-Normandie, Doville (50166) ,49.333098,-1.563396,OIE,Confirmed,Wild,Peregrin Falcon:falco Peregrinus(Falconidae),02/02/2023,24/02/2023,,
347861,Influenza - Avian,H5N1 HPAI,Asia,Eastern Asia,Japan,Hyoogo,KOBE-CITY1,34.6895,135.1957,OIE,Confirmed,Wild,Large-Billed Crow (Corvus Macrorhynchos),02/02/2023,14/03/2023,,
343758,Influenza - Avian,H5N1 HPAI,Europe,Northern Europe,Sweden,Hallands Laen,Kungsbacka,57.480676,12.092685,OIE,Confirmed,Wild,Herring Gull:larus Argentatus(Laridae),01/02/2023,03/02/2023,,
344089,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Belgium,Region wallonne,Chatelet,50.251781,4.324249,OIE,Confirmed,Wild,Black Headed Gull (Chroicocephalus Ridibundus),01/02/2023,07/02/2023,,
344100,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Belgium,Region wallonne,Dinant,50.26832,4.90399,OIE,Confirmed,Wild,Black Headed Gull (Chroicocephalus Ridibundus),01/02/2023,07/02/2023,,
344528,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Romania,Brasov,CODLEA,45.736138,25.461333,OIE,Confirmed,Wild,Common Raven (Corvus Corax),01/02/2023,10/02/2023,,
344549,Influenza - Avian,H5N1 HPAI,Europe,Northern Europe,U.K. of Great Britain and Northern Ireland,England,Rockcliffe  Cumbria,54.94,-2.99,OIE,Confirmed,Wild,Pink-Footed Goose (Anser Brachyrhynchus),01/02/2023,10/02/2023,,
345683,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Belgium,Vlaams Gewest,Wetteren,50.989398,3.835761,OIE,Confirmed,Wild,Black Headed Gull (Chroicocephalus Ridibundus),01/02/2023,11/02/2023,,
345685,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Belgium,Region wallonne,Profondeville,50.375143,4.867967,OIE,Confirmed,Wild,Black Headed Gull (Chroicocephalus Ridibundus),01/02/2023,11/02/2023,,
345687,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Belgium,Region wallonne,Charleroi (Marcinelle),50.402269,4.440692,OIE,Confirmed,Wild,Black Headed Gull (Chroicocephalus Ridibundus),01/02/2023,11/02/2023,,
345689,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Belgium,Region wallonne,Namur (Verdrin),50.480522,4.871539,OIE,Confirmed,Wild,Peregrin Falcon:falco Peregrinus(Falconidae),01/02/2023,11/02/2023,,
345691,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Belgium,Region wallonne,Marbais,50.547548,4.49641,OIE,Confirmed,Wild,Black Headed Gull (Chroicocephalus Ridibundus),01/02/2023,11/02/2023,,
345692,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Belgium,Region wallonne,Arquennes,50.567579,4.274403,OIE,Confirmed,Wild,Black Headed Gull (Chroicocephalus Ridibundus),01/02/2023,11/02/2023,,
345701,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Belgium,Vlaams Gewest,Genk,50.980436,5.528725,OIE,Confirmed,Wild,Black Headed Gull (Chroicocephalus Ridibundus),01/02/2023,11/02/2023,,
346532,Influenza - Avian,H5N1 HPAI,Europe,Northern Europe,Denmark,Frederiksborg,Nyvang,55.8146,12.2927,OIE,Confirmed,Wild,Buzzard,01/02/2023,23/02/2023,,
346685,Influenza - Avian,H5N1 HPAI,Europe,Southern Europe,Italy,Veneto,Mezzane Di Sotto,45.481619,11.127575,OIE,Confirmed,Wild,Black Headed Gull (Chroicocephalus Ridibundus),01/02/2023,15/02/2023,,
347117,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Champagne-Ardenne, Nouvion-sur-Meuse (08327) ,49.705804,4.776125,OIE,Confirmed,Wild,Black Headed Gull (Chroicocephalus Ridibundus),01/02/2023,24/02/2023,,
347131,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Ile-de-France,Enghien-les-Bains (95210),48.969974,2.298463,OIE,Confirmed,Wild,Common Wood-Pigeon:columba Palumbus(Columbidae),01/02/2023,24/02/2023,,
347132,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Ile-de-France,Fontenay-le-Vicomte (91244),48.548255,2.398424,OIE,Confirmed,Wild,Owl,01/02/2023,24/02/2023,,
347134,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Centre, Sully-sur-Loire (45315) ,47.768015,2.371483,OIE,Confirmed,Wild,Black Headed Gull (Chroicocephalus Ridibundus),01/02/2023,24/02/2023,,
347144,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Pays-de-la-Loire, OmbrÃ©e d'Anjou (49248) ,47.750384,-1.179407,OIE,Confirmed,Wild,Black Headed Gull (Chroicocephalus Ridibundus),01/02/2023,24/02/2023,,
347155,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Bourgogne, Sens (89387) ,48.197702,3.282794,OIE,Confirmed,Wild,Black Headed Gull (Chroicocephalus Ridibundus),01/02/2023,24/02/2023,,
347156,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Bourgogne, Gron (89195) ,48.157297,3.263445,OIE,Confirmed,Wild,Black Headed Gull (Chroicocephalus Ridibundus),01/02/2023,24/02/2023,,
347158,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Bourgogne, Auxerre (89024) ,47.796252,3.565623,OIE,Confirmed,Wild,Black Headed Gull (Chroicocephalus Ridibundus),01/02/2023,24/02/2023,,
347166,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Centre, Saint-Martin-d'Abbat (45290) ,47.858513,2.270839,OIE,Confirmed,Wild,Black Headed Gull (Chroicocephalus Ridibundus),01/02/2023,24/02/2023,,
347246,Influenza - Avian,H5N1 HPAI,Americas,Central America,Panama,Panamá,Puerto Vacamonte,8.8627,-79.6683,OIE,Confirmed,Wild,Cormorant,01/02/2023,14/02/2023,,
349773,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Netherlands,Friesland,MIDSLAND,53.408,5.349,OIE,Confirmed,Wild,Peregrin Falcon:falco Peregrinus(Falconidae),01/02/2023,25/03/2023,,
351695,Influenza - Avian,H5N1 HPAI,Americas,Northern America,United States of America,New Mexico,VALENCIA COUNTY,34.805,-106.718,OIE,Confirmed,Wild,Skunk (Mephitis Mephitis),01/02/2023,20/04/2023,,
356774,Influenza - Avian,H5N1 HPAI,Europe,Northern Europe,U.K. of Great Britain and Northern Ireland,Northern Ireland,ARMAGH,54.27,-6.379,OIE,Confirmed,Wild,Eurasian Buzzard (Common Buzzard):Buteo Buteo(Accipitridae),01/02/2023,23/06/2023,,
343736,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Belgium,Vlaams Gewest,Luipegem,51.098861,4.20359,OIE,Confirmed,Wild,Black Headed Gull (Chroicocephalus Ridibundus),31/01/2023,03/02/2023,,
343752,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Poland,Pomorskie,Jastarnia     ,54.7321,18.5835,OIE,Confirmed,Wild,Mute Swan:cygnus Olor(Anatidae),31/01/2023,06/02/2023,,
343753,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Poland,Pomorskie,KuÅºnica     ,54.736601,18.573975,OIE,Confirmed,Wild,Mute Swan:cygnus Olor(Anatidae),31/01/2023,06/02/2023,,
343754,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Poland,Pomorskie,Mechelinki     ,54.6124,18.5119,OIE,Confirmed,Wild,Mute Swan:cygnus Olor(Anatidae),31/01/2023,06/02/2023,,
343755,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Poland,Pomorskie,ChaÅ‚upy,54.756917,18.516471,OIE,Confirmed,Wild,Mute Swan:cygnus Olor(Anatidae),31/01/2023,06/02/2023,,
344052,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Poland,Pomorskie,BÅ‚Ä…dzikowo     ,54.697778,18.431667,OIE,Confirmed,Wild,Mute Swan:cygnus Olor(Anatidae),31/01/2023,06/02/2023,,
344053,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Poland,Kujawsko-Pomorskie,Rozgard,53.293611,18.963611,OIE,Confirmed,Wild,Mute Swan:cygnus Olor(Anatidae),31/01/2023,06/02/2023,,
344054,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Poland,Pomorskie,Puck,54.7,18.4,OIE,Confirmed,Wild,Mute Swan:cygnus Olor(Anatidae),31/01/2023,06/02/2023,,
344090,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Belgium,Region wallonne,Namur,50.46999,4.84696,OIE,Confirmed,Wild,Black Headed Gull (Chroicocephalus Ridibundus),31/01/2023,07/02/2023,,
344097,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Belgium,Region wallonne,Namur,50.46655,4.89474,OIE,Confirmed,Wild,Black Headed Gull (Chroicocephalus Ridibundus),31/01/2023,07/02/2023,,
344240,Influenza - Avian,H5N1 HPAI,Europe,Eastern Europe,Slovakia,Kosice,Cadastral territory of the Tur a nad Bodvou municipality,48.61,20.89,OIE,Confirmed,Wild,Mute Swan:cygnus Olor(Anatidae),31/01/2023,08/02/2023,,
344537,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Switzerland,Basel-stadt,Basel-Stadt,47.56666,7.6,OIE,Confirmed,Wild,Black Headed Gull (Chroicocephalus Ridibundus),31/01/2023,13/02/2023,,
344755,Influenza - Avian,H5N1 HPAI,Europe,Northern Europe,Sweden,Skaane Laen,SjÃ¶bo,55.633244,13.555645,OIE,Confirmed,Wild,Stork,31/01/2023,14/02/2023,,
345554,Influenza - Avian,H5N1 HPAI,Americas,Northern America,United States of America,Maryland,Maryland,38.8234,-76.7624,National authorities,Confirmed,Wild,Unspecified Bird,31/01/2023,21/02/2023,,
345561,Influenza - Avian,H5N1 HPAI,Americas,Northern America,United States of America,Nevada,Nevada,38.50674,-116.66956,National authorities,Confirmed,Wild,Unspecified Bird,31/01/2023,21/02/2023,,
345568,Influenza - Avian,H5N1 HPAI,Americas,Northern America,United States of America,South Dakota,South Dakota,44.21245,-100.25379,National authorities,Confirmed,Wild,Unspecified Bird,31/01/2023,21/02/2023,,
345573,Influenza - Avian,H5N1 HPAI,Americas,Northern America,United States of America,Virginia,Virginia,38.00335,-78.2937,National authorities,Confirmed,Wild,Unspecified Bird,31/01/2023,21/02/2023,,
345680,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Belgium,Vlaams Gewest,Lubbeek,50.893531,4.748655,OIE,Confirmed,Wild,Black Headed Gull (Chroicocephalus Ridibundus),31/01/2023,11/02/2023,,
345681,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Belgium,Vlaams Gewest,olen,51.175302,4.902523,OIE,Confirmed,Wild,Black Headed Gull (Chroicocephalus Ridibundus),31/01/2023,11/02/2023,,
345693,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Belgium,Region wallonne,Jumet,50.44461,4.436488,OIE,Confirmed,Wild,Black Headed Gull (Chroicocephalus Ridibundus),31/01/2023,11/02/2023,,
345696,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Belgium,Vlaams Gewest,Genval,50.727551,4.522414,OIE,Confirmed,Wild,Black Headed Gull (Chroicocephalus Ridibundus),31/01/2023,11/02/2023,,
345700,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Belgium,Vlaams Gewest,Bocholt,51.164336,5.57495,OIE,Confirmed,Wild,Black Headed Gull (Chroicocephalus Ridibundus),31/01/2023,11/02/2023,,
345702,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Belgium,Vlaams Gewest,Antwerpen,51.257127,4.344846,OIE,Confirmed,Wild,Peregrin Falcon:falco Peregrinus(Falconidae),31/01/2023,11/02/2023,,
346682,Influenza - Avian,H5N1 HPAI,Europe,Southern Europe,Italy,Veneto,Verona,45.445154,10.992163,OIE,Confirmed,Wild,Black Headed Gull (Chroicocephalus Ridibundus),31/01/2023,15/02/2023,,
346687,Influenza - Avian,H5N1 HPAI,Europe,Southern Europe,Italy,Veneto,Pastrengo,45.496856,10.813859,OIE,Confirmed,Wild,Black Headed Gull (Chroicocephalus Ridibundus),31/01/2023,15/02/2023,,
347142,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Ile-de-France, Paris (75056) ,48.831641,2.300324,OIE,Confirmed,Wild,Black Headed Gull (Chroicocephalus Ridibundus),31/01/2023,24/02/2023,,
347146,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Pays-de-la-Loire, Angers (49007) ,47.472964,-0.568472,OIE,Confirmed,Wild,Black Headed Gull (Chroicocephalus Ridibundus),31/01/2023,24/02/2023,,
347151,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Nord-Pas-de-Calais,Dunkerque (59183),51.049179,2.323297,OIE,Confirmed,Wild,Black Headed Gull (Chroicocephalus Ridibundus),31/01/2023,24/02/2023,,
347171,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,France,Centre, Le Louroux (37136) ,47.160714,0.784461,OIE,Confirmed,Wild,Black Headed Gull (Chroicocephalus Ridibundus),31/01/2023,24/02/2023,,
347863,Influenza - Avian,H5N1 HPAI,Asia,Eastern Asia,Japan,Niigata,MURAKAMI-CITY3,38.224,139.48,OIE,Confirmed,Wild,Large-Billed Crow (Corvus Macrorhynchos),31/01/2023,14/03/2023,,
360401,Influenza - Avian,H5N1 HPAI,Americas,Northern America,Canada,Newfoundland and Labrador / Terre-Neuve-et-Labrador,Newfoundland - mammals,47.585,-52.7,OIE,Confirmed,Wild,Red Fox,31/01/2023,11/08/2023,,
343402,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Austria,Wien,Wien,48.235,16.4,OIE,Confirmed,Wild,Mute Swan:cygnus Olor(Anatidae),30/01/2023,01/02/2023,,
343738,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Belgium,Vlaams Gewest,Vilvoorde,50.939411,4.426974,OIE,Confirmed,Wild,Black Headed Gull (Chroicocephalus Ridibundus),30/01/2023,03/02/2023,,
344091,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Belgium,Region wallonne,Boussu-lez-Walcourt,50.18908,4.35751,OIE,Confirmed,Wild,Black Headed Gull (Chroicocephalus Ridibundus),30/01/2023,07/02/2023,,
344092,Influenza - Avian,H5N1 HPAI,Europe,Western Europe,Belgium,Region wallonne,Habay-la-neuve,49.7267,5.624,OIE,Confirmed,Wild,Canada Goose:branta Canadensis(Anatidae),30/01/2023,07/02/2023,,
